fold,model,store_nbr,item_nbr,family,wmape,bias,sigma_error
1,seasonal_naive,1,100027,BEVERAGES,0.6808510638297872,-1.8666666666666667,6.599422774181159
1,seasonal_naive,1,100028,BEVERAGES,1.2781954887218046,2.4,14.495319441608924
1,seasonal_naive,1,100029,BEVERAGES,1.3870967741935485,-0.8666666666666667,5.316640543300504
1,seasonal_naive,1,100030,BEVERAGES,1.576470588235294,0.26666666666666666,11.762328891524032
1,seasonal_naive,1,100031,BEVERAGES,1.3858267716535433,6.933333333333334,14.350045627934758
1,seasonal_naive,1,100032,BEVERAGES,1.0515463917525774,-6.8,16.88278920760937
1,seasonal_naive,1,100033,PRODUCE,0.9171119596390502,-0.9311333333333333,15.46552891740978
1,seasonal_naive,1,100034,PRODUCE,1.4609929078014185,5.733333333333333,16.679614018601384
1,seasonal_naive,1,100035,PRODUCE,1.8085882352941176,0.23280000000000006,5.838615873157414
1,seasonal_naive,1,100036,PRODUCE,0.6072999179633389,-13.452333333333334,12.473634753045358
1,seasonal_naive,1,100037,PRODUCE,1.0689655172413792,-3.066666666666667,5.119523787377475
1,seasonal_naive,1,100038,PRODUCE,0.7966345120834134,-0.12360000000000018,12.2108998720698
1,seasonal_naive,1,100039,PRODUCE,1.2530120481927711,0.26666666666666666,9.261800709416738
1,seasonal_naive,1,100040,PRODUCE,1.6832502467292558,0.4988666666666666,5.736508555691676
1,seasonal_naive,1,100041,CLEANING,1.2,-0.26666666666666666,1.2227992865708153
1,seasonal_naive,1,100042,CLEANING,1.4,-0.5333333333333333,5.276181880687514
1,seasonal_naive,1,100043,CLEANING,1.0,-0.26666666666666666,0.5936168397046636
1,seasonal_naive,1,100044,CLEANING,0.7192118226600985,-7.866666666666666,12.25250217399734
1,seasonal_naive,1,100045,CLEANING,1.0548780487804879,2.8666666666666667,13.642720019256041
1,seasonal_naive,1,100046,CLEANING,5.8,1.6666666666666667,2.3804761428476167
1,seasonal_naive,1,100047,DAIRY,1.0,-4.4,7.8993670632526
1,seasonal_naive,1,100048,DAIRY,1.9285714285714286,0.3333333333333333,2.968084198523319
1,seasonal_naive,1,100049,DAIRY,1.4661686930919795,1.8124,4.350866330809467
1,seasonal_naive,1,100050,DAIRY,1.213639788997739,5.7584,12.696718438804798
1,seasonal_naive,1,100051,DAIRY,1.0291231033578938,-1.2449333333333332,5.723375570745775
1,seasonal_naive,1,100052,DAIRY,0.80531654424624,-5.082933333333333,20.30880752800429
1,seasonal_naive,1,100053,BREAD/BAKERY,0.8901581722319859,0.12639999999999998,0.9250158917553795
1,seasonal_naive,1,100054,BREAD/BAKERY,0.7595838615203042,-0.3672000000000002,5.937938750105124
1,seasonal_naive,1,100055,BREAD/BAKERY,0.5151412905946858,-1.2356666666666667,3.5511853487184224
1,seasonal_naive,1,100056,BREAD/BAKERY,1.1799602244247902,0.010200000000000032,6.917397365648855
1,seasonal_naive,1,100057,BREAD/BAKERY,1.0,-2.1957999999999998,2.9100184633680346
1,seasonal_naive,1,100058,DELI,2.0796707264237235,1.344066666666667,3.6496913855179334
1,seasonal_naive,1,100059,DELI,0.8154647249327942,-1.7495333333333334,3.142500525438453
1,seasonal_naive,1,100060,EGGS,7.0,1.2666666666666666,1.4864467059144129
1,seasonal_naive,2,100001,GROCERY I,1.64,-0.4,7.2091212065985255
1,seasonal_naive,2,100002,GROCERY I,0.6605783866057838,6.0,40.98780306383839
1,seasonal_naive,2,100003,GROCERY I,1.4444444444444444,0.7333333333333333,12.640449057725457
1,seasonal_naive,2,100004,GROCERY I,1.0294117647058822,12.333333333333334,15.168890470144417
1,seasonal_naive,2,100005,GROCERY I,1.0735294117647058,-1.4,6.045068828628599
1,seasonal_naive,2,100006,GROCERY I,1.0970873786407767,2.466666666666667,10.9731273486424
1,seasonal_naive,2,100007,GROCERY I,1.7954545454545454,1.5333333333333334,7.707757378740188
1,seasonal_naive,2,100008,GROCERY I,1.3,-0.6666666666666666,2.3502786055720124
1,seasonal_naive,2,100009,GROCERY I,2.0,0.0,5.3718844791323335
1,seasonal_naive,2,100010,GROCERY I,1.1851851851851851,0.13333333333333333,2.9244454093692624
1,seasonal_naive,2,100011,GROCERY I,2.7777777777777777,0.7333333333333333,2.520393015460278
1,seasonal_naive,2,100012,GROCERY I,1.0,-1.1333333333333333,4.733869855575226
1,seasonal_naive,2,100013,GROCERY I,0.7448453608247423,-0.4666666666666667,24.506170262861982
1,seasonal_naive,2,100014,GROCERY I,1.0241935483870968,2.8666666666666667,9.093692214674856
